play_id,game_id,game_date,ep,wp,down,qtr,ydstogo,yardline_100,fourth_down_converted,fourth_down_failed,yards_gained,play_type,shotgun,no_huddle,qb_dropback,score_differential,quarter_seconds_remaining,half_seconds_remaining,game_seconds_remaining,goal_to_go,posteam_type,season_type,week,posteam_timeouts_remaining,defteam_timeouts_remaining,vegas_wp,vegas_home_wp,no_score_prob,fg_prob,td_prob,opp_fg_prob,opp_td_prob,season,success,shotgun_binary,no_huddle_binary,qb_dropback_binary,is_pass_play,is_rush_play,is_home,is_regular_season
4149,2016_02_TEN_DET,2016-09-18,2.8284473626990803,0.340285837650299,4.0,4,4,9.0,1.0,0.0,9.0,pass,1,0,1.0,-5.0,79.0,79.0,79.0,0,away,REG,2,3.0,3.0,0.3192033767700195,0.6807966232299805,0.1151183471083641,0.7681218981742859,0.0919681936502456,0.0100627802312374,0.0130573976784944,2016,1,1,0,1,1,0,0,1
3396,2016_03_ARI_BUF,2016-09-25,2.8486051176441833,0.0682495012879371,4.0,3,6,12.0,0.0,1.0,0.0,run,0,0,0.0,-16.0,160.0,1060.0,1060.0,0,away,REG,3,3.0,3.0,0.1224905252456665,0.8775094747543335,0.003400252200663,0.9128456711769104,0.0450959056615829,0.0142018292099237,0.0234007146209478,2016,0,0,0,0,0,1,0,1
919,2016_03_ATL_NO,2016-09-26,2.260281148133799,0.5317758917808533,4.0,1,1,33.0,1.0,0.0,1.0,run,0,0,0.0,0.0,61.0,961.0,2761.0,0,away,REG,3,3.0,3.0,0.524490475654602,0.4755095243453979,0.015035550110042,0.4707030355930328,0.292253315448761,0.0832216367125511,0.1355708986520767,2016,1,0,0,0,0,1,0,1
2601,2016_03_ATL_NO,2016-09-26,1.1204608171246946,0.8646289110183716,4.0,3,1,40.0,1.0,0.0,34.0,pass,0,0,1.0,11.0,771.0,1671.0,1671.0,0,away,REG,3,3.0,3.0,0.8313596248626709,0.1686403751373291,0.0038376743905246,0.2463298887014389,0.3553021252155304,0.1443547755479812,0.2403400838375091,2016,1,0,0,1,1,0,0,1
4159,2016_03_ATL_NO,2016-09-26,2.4569140899693593,0.031814556568861,4.0,4,1,30.0,1.0,0.0,2.0,run,0,0,0.0,-13.0,256.0,256.0,256.0,0,home,REG,3,2.0,3.0,0.0435809679329395,0.0435809679329395,0.155073195695877,0.4155188202857971,0.2790487110614776,0.0721689313650131,0.0756938308477401,2016,1,0,0,0,0,1,1,1
4270,2016_03_ATL_NO,2016-09-26,0.4119819442275911,0.0146918529644608,4.0,4,21,39.0,0.0,1.0,7.0,run,1,0,1.0,-13.0,179.0,179.0,179.0,0,home,REG,3,1.0,3.0,0.0147563191130757,0.0147563191130757,0.4371590912342071,0.1750233322381973,0.1461745649576187,0.1044721156358718,0.121650643646717,2016,0,1,0,1,0,1,1,1
3968,2016_03_BAL_JAX,2016-09-25,0.5733195786597207,0.3799517452716827,4.0,4,2,49.0,1.0,0.0,5.0,pass,0,0,1.0,-1.0,134.0,134.0,134.0,0,away,REG,3,0.0,3.0,0.3310252130031585,0.6689747869968414,0.6361678838729858,0.0781802907586097,0.1491188555955886,0.0492675974965095,0.0808897092938423,2016,1,0,0,1,1,0,0,1
219,2016_03_CHI_DAL,2016-09-25,3.295445733354427,0.5833916068077087,4.0,1,1,24.0,1.0,0.0,5.0,run,0,0,0.0,0.0,634.0,1534.0,3334.0,0,home,REG,3,3.0,3.0,0.7431716322898865,0.7431716322898865,0.0021116128191351,0.5640814304351807,0.3122148513793945,0.0626885741949081,0.056572962552309,2016,1,0,0,0,0,1,1,1
2361,2016_03_CHI_DAL,2016-09-25,3.1930111337569542,0.0548971742391586,4.0,3,2,2.0,1.0,0.0,2.0,pass,1,0,1.0,-21.0,434.0,1334.0,1334.0,1,away,REG,3,3.0,3.0,0.0262414310127496,0.9737585689872504,0.0013081122888252,0.8548311591148376,0.1108008623123169,0.0163120236247777,0.0144406994804739,2016,1,1,0,1,1,0,0,1
4164,2016_03_DEN_CIN,2016-09-25,2.3258724761544727,0.011588292196393,4.0,4,10,11.0,0.0,1.0,0.0,pass,1,0,1.0,-12.0,33.0,33.0,33.0,0,home,REG,3,0.0,2.0,0.0089266337454319,0.0089266337454319,0.3136990070343017,0.5804822444915771,0.0930008739233017,0.0043163821101188,0.0077136843465268,2016,0,1,0,1,1,0,1,1
2197,2016_03_DET_GB,2016-09-25,3.113565541105345,0.0628396645188331,4.0,3,2,2.0,1.0,0.0,2.0,pass,1,0,1.0,-21.0,506.0,1406.0,1406.0,1,away,REG,3,3.0,3.0,0.029879193753004,0.970120806246996,0.001479658181779,0.8644728660583496,0.098616674542427,0.015247163362801,0.0181291252374649,2016,1,1,0,1,1,0,0,1
3068,2016_03_HOU_NE,2016-09-22,1.137584571260959,0.0094626536592841,4.0,4,4,36.0,0.0,1.0,0.0,pass,1,0,1.0,-20.0,856.0,856.0,856.0,0,away,REG,3,1.0,3.0,0.0136663317680358,0.986333668231964,0.0418520718812942,0.4140637516975403,0.2242377549409866,0.1293193399906158,0.184672862291336,2016,0,1,0,1,1,0,0,1
3497,2016_03_HOU_NE,2016-09-22,0.4704980819951743,9.494269033893944e-05,4.0,4,2,45.0,0.0,1.0,0.0,pass,1,1,1.0,-27.0,504.0,504.0,504.0,0,away,REG,3,1.0,3.0,1.942429480550345e-05,0.9999805757051944,0.1734187602996826,0.1856263279914856,0.2671670615673065,0.1471815705299377,0.2178937941789627,2016,0,1,1,1,1,0,0,1
3863,2016_03_HOU_NE,2016-09-22,-0.0291854398092255,6.80892844684422e-05,4.0,4,9,55.0,0.0,1.0,0.0,pass,1,0,1.0,-27.0,197.0,197.0,197.0,0,away,REG,3,0.0,3.0,9.749728633323684e-06,0.9999902502713668,0.6036907434463501,0.0745065808296203,0.1182144284248352,0.0692296549677848,0.1265189200639724,2016,0,1,0,1,1,0,0,1
1049,2016_03_LA_TB,2016-09-25,3.362363486434333,0.5422763824462891,4.0,2,1,16.0,1.0,0.0,14.0,pass,0,1,1.0,-4.0,872.0,872.0,2672.0,0,home,REG,3,2.0,3.0,0.5700675249099731,0.5700675249099731,0.0164735056459903,0.5680848360061646,0.3119440674781799,0.0438671596348285,0.0568099431693553,2016,1,0,1,1,1,0,1,1
4060,2016_03_LA_TB,2016-09-25,2.1374487388529815,0.036303624510765,4.0,4,1,30.0,1.0,0.0,23.0,run,0,0,0.0,-11.0,157.0,157.0,157.0,0,home,REG,3,3.0,2.0,0.0485166683793067,0.0485166683793067,0.2481283396482467,0.382250964641571,0.2341892570257187,0.0686797872185707,0.0638624653220176,2016,1,0,0,0,0,1,1,1
3785,2016_03_MIN_CAR,2016-09-25,2.1957333896425553,0.0216651130467653,4.0,4,10,24.0,0.0,1.0,0.0,pass,1,0,1.0,-12.0,149.0,149.0,149.0,0,home,REG,3,3.0,1.0,0.0316129997372627,0.0316129997372627,0.1960766762495041,0.6729413866996765,0.0690510347485542,0.0272043645381927,0.0325858034193515,2016,0,1,0,1,1,0,1,1
4079,2016_03_MIN_CAR,2016-09-25,-0.248621292761527,0.0029425076209008,4.0,4,24,80.0,0.0,1.0,12.0,pass,1,1,1.0,-12.0,30.0,30.0,30.0,0,home,REG,3,1.0,1.0,0.001640667207539,0.001640667207539,0.8815087080001831,0.0166648104786872,0.0071000764146447,0.0723145082592964,0.0180714260786771,2016,0,1,1,1,1,0,1,1
2517,2016_03_NYJ_KC,2016-09-25,3.629119986551814,0.1038316637277603,4.0,3,1,9.0,1.0,0.0,4.0,pass,1,0,1.0,-14.0,141.0,1041.0,1041.0,0,away,REG,3,3.0,2.0,0.0761306807398796,0.9238693192601204,0.0067097963765263,0.5894072651863098,0.3247226476669311,0.0316311530768871,0.0454704649746418,2016,1,1,0,1,1,0,0,1
2762,2016_03_NYJ_KC,2016-09-25,1.4650518030393869,0.9656084179878236,4.0,4,1,39.0,0.0,1.0,0.0,run,0,0,0.0,14.0,747.0,747.0,747.0,0,home,REG,3,2.0,3.0,0.974852740764618,0.974852740764618,0.0721821188926696,0.2345935106277465,0.3518970608711242,0.1372743993997573,0.1881865262985229,2016,0,0,0,0,0,1,1,1
3347,2016_03_NYJ_KC,2016-09-25,0.6142305778339505,0.0238701291382312,4.0,4,10,40.0,0.0,1.0,0.0,pass,1,0,1.0,-14.0,283.0,283.0,283.0,0,away,REG,3,3.0,1.0,0.0190069992095232,0.9809930007904768,0.3403168022632599,0.1775315254926681,0.206510454416275,0.1270729154348373,0.1418860405683517,2016,0,1,0,1,1,0,0,1
4091,2016_03_OAK_TEN,2016-09-25,2.5271480324445292,0.1060188114643096,4.0,4,4,12.0,0.0,1.0,0.0,pass,1,0,1.0,-7.0,16.0,16.0,16.0,0,home,REG,3,0.0,1.0,0.0712597742676734,0.0712597742676734,0.2225232571363449,0.7132435441017151,0.0590768977999687,0.001391977421008,0.0031694693025201,2016,0,1,0,1,1,0,1,1
2238,2016_03_PIT_PHI,2016-09-25,1.4325140416622162,0.0696852952241897,4.0,3,5,33.0,0.0,1.0,0.0,pass,1,0,1.0,-17.0,646.0,1546.0,1546.0,0,away,REG,3,3.0,2.0,0.1335022002458572,0.8664977997541428,0.0042953849770128,0.5889660716056824,0.1458982825279235,0.1121387258172035,0.1455892324447631,2016,0,1,0,1,1,0,0,1
3316,2016_03_PIT_PHI,2016-09-25,1.3693802522029728,0.00010724898311309516,4.0,4,14,32.0,0.0,1.0,5.0,pass,1,0,1.0,-31.0,586.0,586.0,586.0,0,away,REG,3,3.0,2.0,4.084570537088439e-05,0.9999591542946292,0.0583805590867996,0.6081043481826782,0.102606676518917,0.1064313501119613,0.1220997348427772,2016,0,1,0,1,1,0,0,1
3860,2016_03_SD_IND,2016-09-25,-0.8909929324872792,0.2867892980575561,4.0,4,7,80.0,1.0,0.0,8.0,pass,1,0,1.0,-2.0,120.0,120.0,120.0,0,home,REG,3,2.0,3.0,0.2956106960773468,0.2956106960773468,0.5016125440597534,0.0875260680913925,0.0728666931390762,0.1688328683376312,0.1652266830205917,2016,1,1,0,1,1,0,1,1
3349,2016_03_SF_SEA,2016-09-25,2.704063299577683,0.00017594393284525722,4.0,4,4,17.0,1.0,0.0,5.0,run,1,0,1.0,-34.0,572.0,572.0,572.0,0,away,REG,3,3.0,1.0,1.871637323347386e-05,0.9999812836267664,0.0276679079979658,0.8485087752342224,0.0654962211847305,0.02497991733253,0.0321560949087142,2016,1,1,0,1,0,1,0,1
3179,2016_03_WAS_NYG,2016-09-25,-0.8404181697405875,0.3853645622730255,4.0,3,12,52.0,1.0,0.0,31.0,pass,0,0,1.0,-1.0,197.0,1097.0,1097.0,0,away,REG,3,2.0,3.0,0.3408111333847046,0.6591888666152954,0.0319905579090118,0.1827395558357238,0.2321426272392273,0.1921105086803436,0.3499989807605743,2016,1,0,0,1,1,0,0,1
2303,2016_04_BUF_NE,2016-10-02,1.2943595440592617,0.1208249852061271,4.0,3,2,38.0,1.0,0.0,8.0,pass,1,0,1.0,-13.0,723.0,1623.0,1623.0,0,home,REG,4,3.0,3.0,0.1708286553621292,0.1708286553621292,0.0047993445768952,0.2783089876174927,0.3378606736660003,0.1541305780410766,0.2096277475357055,2016,1,1,0,1,1,0,1,1
3872,2016_04_BUF_NE,2016-10-02,2.3391657350584865,0.0028984793461859,4.0,4,1,27.0,1.0,0.0,2.0,run,1,0,0.0,-16.0,205.0,205.0,205.0,0,home,REG,4,3.0,3.0,0.0036047743633389,0.0036047743633389,0.1746868640184402,0.4546099901199341,0.2334846258163452,0.0712021365761756,0.0640073344111442,2016,1,1,0,0,0,1,1,1
3980,2016_04_BUF_NE,2016-10-02,2.3855093337479047,0.0023361104540526,4.0,4,6,21.0,0.0,1.0,0.0,pass,1,0,1.0,-16.0,171.0,171.0,171.0,0,home,REG,4,3.0,2.0,0.0030960477888584,0.0030960477888584,0.1385761201381683,0.7343447804450989,0.0691636800765991,0.0224617682397365,0.0338057912886142,2016,0,1,0,1,1,0,1,1
3958,2016_04_CAR_ATL,2016-10-02,2.683962893381249,0.0025731825735419,4.0,4,2,16.0,1.0,0.0,16.0,pass,1,0,1.0,-15.0,120.0,120.0,120.0,0,away,REG,4,3.0,3.0,0.0028086062520742,0.9971913937479258,0.1382964253425598,0.7073416709899902,0.1109985411167144,0.0192075800150632,0.0226980298757553,2016,1,1,0,1,1,0,0,1
3806,2016_04_CLE_WAS,2016-10-02,0.3916246214648708,0.0258344281464815,4.0,4,6,42.0,0.0,1.0,0.0,pass,1,1,1.0,-11.0,128.0,128.0,128.0,0,away,REG,4,3.0,2.0,0.0164281465113163,0.9835718534886836,0.5148293972015381,0.143711969256401,0.1327166557312011,0.1071784868836402,0.0942016318440437,2016,0,1,1,1,1,0,0,1
3751,2016_04_DAL_SF,2016-10-02,1.2196362020331435,0.1258899867534637,4.0,4,6,35.0,0.0,1.0,3.0,pass,1,0,1.0,-7.0,116.0,116.0,116.0,0,home,REG,4,2.0,1.0,0.1118822172284126,0.1118822172284126,0.4278105795383453,0.3709944188594818,0.0856513082981109,0.0700162276625633,0.0414031483232975,2016,0,1,0,1,1,0,1,1
4261,2016_04_DEN_TB,2016-10-02,-0.040759639814496,0.0002572557714302093,4.0,4,43,70.0,0.0,1.0,0.0,pass,1,0,1.0,-20.0,103.0,103.0,103.0,0,home,REG,4,0.0,3.0,4.552489554043859e-05,4.552489554043859e-05,0.7334033250808716,0.028300616890192,0.0832874923944473,0.0837802961468696,0.0655830129981041,2016,0,1,0,1,1,0,1,1
1640,2016_04_DET_CHI,2016-10-02,1.962244774913415,0.7652899622917175,4.0,2,1,36.0,0.0,1.0,-2.0,run,0,0,0.0,7.0,395.0,395.0,2195.0,0,home,REG,4,2.0,3.0,0.6411060094833374,0.6411060094833374,0.1529651880264282,0.3615731596946716,0.2753953039646148,0.0888407751917839,0.1136972159147262,2016,0,0,0,0,0,1,1,1
2876,2016_04_IND_JAX,2016-10-02,0.3162710063625127,0.9452507495880128,4.0,3,3,39.0,1.0,0.0,4.0,pass,1,0,1.0,14.0,279.0,1179.0,1179.0,0,home,REG,4,3.0,3.0,0.9449688196182252,0.9449688196182252,0.0189692564308643,0.2534186840057373,0.2790208756923675,0.1611046493053436,0.2757118046283722,2016,1,1,0,1,1,0,1,1
4393,2016_04_IND_JAX,2016-10-02,0.573681629030034,0.2576937973499298,4.0,4,1,49.0,0.0,1.0,0.0,pass,1,0,1.0,-3.0,102.0,102.0,102.0,0,away,REG,4,2.0,3.0,0.2280908823013305,0.7719091176986694,0.5479611754417419,0.1215290278196334,0.1480105519294738,0.1045995503664016,0.0738548412919044,2016,0,1,0,1,1,0,0,1
4646,2016_04_IND_JAX,2016-10-02,-0.0665628997667227,0.0433680564165115,4.0,4,11,83.0,0.0,1.0,2.0,pass,1,0,1.0,-3.0,2.0,2.0,2.0,0,away,REG,4,0.0,3.0,0.0254609640687704,0.9745390359312296,0.969334840774536,0.0059316465631127,0.0044443500228226,0.0024069561623036,0.0146280340850353,2016,0,1,0,1,1,0,0,1
3001,2016_04_KC_PIT,2016-10-02,-1.2208560509607196,0.0003969241224694997,4.0,3,6,65.0,1.0,0.0,13.0,pass,1,0,1.0,-36.0,217.0,1117.0,1117.0,0,away,REG,4,3.0,3.0,0.00016815609706100076,0.999831843902939,0.0286460574716329,0.1545905917882919,0.2224511057138443,0.2153663039207458,0.3707063794136047,2016,1,1,0,1,1,0,0,1
3312,2016_04_KC_PIT,2016-10-02,2.9779016313841566,0.0005170212825760245,4.0,3,3,3.0,0.0,1.0,0.0,pass,1,0,1.0,-36.0,28.0,928.0,928.0,1,away,REG,4,3.0,2.0,9.746656724018976e-05,0.9999025334327598,0.0060938610695302,0.8953331112861633,0.0650648400187492,0.014948989264667,0.0171327069401741,2016,0,1,0,1,1,0,0,1
4281,2016_04_KC_PIT,2016-10-02,2.714101871359162,0.0003875241382047534,4.0,4,3,3.0,1.0,0.0,3.0,pass,1,0,1.0,-36.0,8.0,8.0,8.0,1,away,REG,4,1.0,0.0,7.05253187334165e-05,0.9999294746812666,0.1492325216531753,0.8000689744949341,0.0467820391058921,0.0009330632747150958,0.001685015973635,2016,1,1,0,1,1,0,0,1
3110,2016_04_LA_ARI,2016-10-02,0.3449703468941152,0.3391904532909393,4.0,4,5,39.0,0.0,1.0,0.0,pass,1,0,1.0,-3.0,749.0,749.0,749.0,0,away,REG,4,2.0,3.0,0.2323921918869018,0.7676078081130981,0.0666583329439163,0.258667528629303,0.2554485201835632,0.1602986007928848,0.2501346468925476,2016,0,1,0,1,1,0,0,1
1386,2016_04_MIA_CIN,2016-09-29,2.3469020461197942,0.6349958777427673,4.0,2,1,31.0,1.0,0.0,1.0,run,0,0,0.0,3.0,461.0,461.0,2261.0,0,home,REG,4,3.0,3.0,0.8167304396629333,0.8167304396629333,0.0917359739542007,0.4212480783462524,0.2953513264656067,0.084922082722187,0.1044042259454727,2016,1,0,0,0,0,1,1,1
3562,2016_04_MIA_CIN,2016-09-29,-0.1390699923504144,0.0008605701150372624,4.0,4,5,70.0,0.0,1.0,0.0,pass,1,0,1.0,-15.0,120.0,120.0,120.0,0,away,REG,4,0.0,3.0,0.0004060124629177153,0.9995939875370824,0.6845496892929077,0.0452503263950347,0.0930904448032379,0.0747119039297103,0.1003371775150299,2016,0,1,0,1,1,0,0,1
3957,2016_04_NO_SD,2016-10-02,3.063733078481164,0.0477058477699756,4.0,4,2,5.0,1.0,0.0,5.0,pass,1,0,1.0,-13.0,295.0,295.0,295.0,0,away,REG,4,2.0,1.0,0.0417073816061019,0.958292618393898,0.0780969634652137,0.767711341381073,0.1270187050104141,0.0121468352153897,0.0134321264922618,2016,1,1,0,1,1,0,0,1
4333,2016_04_NO_SD,2016-10-02,-0.7813195120543242,0.28109872341156,4.0,4,22,87.0,0.0,1.0,0.0,pass,1,0,1.0,-1.0,78.0,78.0,78.0,0,home,REG,4,1.0,2.0,0.2145792841911316,0.2145792841911316,0.6409115791320801,0.0432761162519454,0.0326811671257019,0.1957307457923889,0.0769035220146179,2016,0,1,0,1,1,0,1,1
3611,2016_04_NYG_MIN,2016-10-03,1.4730791358742863,0.0366816036403179,4.0,4,5,36.0,0.0,1.0,0.0,pass,1,0,1.0,-14.0,374.0,374.0,374.0,0,away,REG,4,3.0,2.0,0.0293082892894744,0.9706917107105256,0.151978000998497,0.409225732088089,0.2057462334632873,0.1023222655057907,0.1272445768117904,2016,0,1,0,1,1,0,0,1
4035,2016_04_NYG_MIN,2016-10-03,0.2521822242997587,0.0031978713814169,4.0,4,4,55.0,0.0,1.0,0.0,pass,1,0,1.0,-14.0,116.0,116.0,116.0,0,away,REG,4,1.0,2.0,0.0017844788962975,0.9982155211037024,0.6013369560241699,0.0818479731678962,0.1296488642692566,0.0970987901091575,0.0873885154724121,2016,0,1,0,1,1,0,0,1
3099,2016_04_OAK_BAL,2016-10-02,4.485097118944395,0.2684474885463714,4.0,3,1,1.0,1.0,0.0,1.0,run,0,0,0.0,-8.0,166.0,1066.0,1066.0,1,home,REG,4,2.0,2.0,0.3787188231945038,0.3787188231945038,0.0071674175560474,0.3996630907058716,0.5153915882110596,0.0345810763537883,0.0336209498345851,2016,1,0,0,0,0,1,1,1
4556,2016_04_OAK_BAL,2016-10-02,0.233396747149527,0.353726178407669,4.0,4,10,50.0,0.0,1.0,0.0,pass,1,0,1.0,-1.0,48.0,48.0,48.0,0,home,REG,4,1.0,2.0,0.3569107055664062,0.3569107055664062,0.7642941474914551,0.0789418816566467,0.0570287741720676,0.0704740956425666,0.0275268051773309,2016,0,1,0,1,1,0,1,1
3777,2016_04_SEA_NYJ,2016-10-02,-0.1645362293347716,0.0011199499713256,4.0,4,1,52.0,1.0,0.0,7.0,pass,1,0,1.0,-17.0,165.0,165.0,165.0,0,home,REG,4,1.0,0.0,0.0006634332821704447,0.0006634332821704447,0.6732012629508972,0.0552973933517932,0.0881463587284088,0.0646589547395706,0.1097522303462028,2016,1,1,0,1,1,0,1,1
3677,2016_04_TEN_HOU,2016-10-02,1.335724837030284,0.9154784679412842,4.0,4,1,42.0,0.0,1.0,0.0,run,0,0,0.0,7.0,278.0,278.0,278.0,0,home,REG,4,3.0,1.0,0.9385808110237122,0.9385808110237122,0.3365626633167267,0.1620281040668487,0.2796706855297088,0.093095526099205,0.1204530596733093,2016,0,0,0,0,0,1,1,1
3898,2016_04_TEN_HOU,2016-10-02,1.8745643951697275,0.1165278777480125,4.0,4,6,28.0,0.0,1.0,0.0,pass,1,0,1.0,-7.0,112.0,112.0,112.0,0,away,REG,4,1.0,3.0,0.0908441618084907,0.9091558381915092,0.2881546914577484,0.550182580947876,0.0838329419493675,0.0418065339326858,0.0342271924018859,2016,0,1,0,1,1,0,0,1
3911,2016_05_ARI_SF,2016-10-06,-0.7782863061875105,0.0019420098979026,4.0,4,4,69.0,1.0,0.0,7.0,pass,1,0,1.0,-17.0,247.0,247.0,247.0,0,home,REG,5,3.0,3.0,0.0009072289685718716,0.0009072289685718716,0.3663387894630432,0.107802540063858,0.1382720321416854,0.1508940607309341,0.2316343635320663,2016,1,1,0,1,1,0,1,1
257,2016_05_ATL_DEN,2016-10-09,4.3203618481056765,0.5446481108665466,4.0,1,1,1.0,1.0,0.0,1.0,run,0,0,0.0,0.0,682.0,1582.0,3382.0,1,away,REG,5,3.0,3.0,0.4892541170120239,0.5107458829879761,0.0019859184976667,0.4277357459068298,0.4907694160938263,0.0300451070070266,0.0449366122484207,2016,1,0,0,0,0,1,0,1
1088,2016_05_ATL_DEN,2016-10-09,2.605465152533725,0.2968445420265198,4.0,2,1,31.0,1.0,0.0,2.0,run,0,0,0.0,-10.0,820.0,820.0,2620.0,0,home,REG,5,3.0,1.0,0.3395997881889343,0.3395997881889343,0.0337153822183609,0.4375288784503937,0.3271739780902862,0.0989223271608352,0.1002913415431976,2016,1,0,0,0,0,1,1,1
1771,2016_05_ATL_DEN,2016-10-09,1.4644083281746134,0.7483288049697876,4.0,2,1,36.0,1.0,0.0,2.0,run,0,0,0.0,7.0,212.0,212.0,2012.0,0,away,REG,5,0.0,3.0,0.6763230562210083,0.3236769437789917,0.4045463800430298,0.2780060470104217,0.1845559775829315,0.0572124049067497,0.0710621997714042,2016,1,0,0,0,0,1,0,1
2618,2016_05_ATL_DEN,2016-10-09,0.0030613094568252,0.0637788400053978,4.0,3,1,66.0,1.0,0.0,3.0,run,0,0,0.0,-17.0,351.0,1251.0,1251.0,0,home,REG,5,3.0,3.0,0.0822601541876792,0.0822601541876792,0.0189264453947544,0.1583498865365982,0.3120817840099334,0.2153540253639221,0.2872255146503448,2016,1,0,0,0,0,1,1,1
3435,2016_05_ATL_DEN,2016-10-09,-0.3647680613212287,0.009733029641211,4.0,4,1,69.0,1.0,0.0,1.0,run,0,0,0.0,-17.0,419.0,419.0,419.0,0,home,REG,5,3.0,3.0,0.0142678311094641,0.0142678311094641,0.215192899107933,0.1343740671873092,0.2110939919948578,0.1947165131568908,0.2370965331792831,2016,1,0,0,0,0,1,1,1
3943,2016_05_ATL_DEN,2016-10-09,1.1054692820180207,0.9942947030067444,4.0,4,1,29.0,0.0,1.0,0.0,pass,0,0,1.0,10.0,120.0,120.0,120.0,0,away,REG,5,3.0,0.0,0.9937080144882202,0.0062919855117797,0.5038411617279053,0.3036182224750519,0.0938386172056198,0.0509992614388465,0.0447737611830234,2016,0,0,0,1,1,0,0,1
4090,2016_05_ATL_DEN,2016-10-09,0.3319375036517158,0.0086133405566215,4.0,4,4,48.0,1.0,0.0,6.0,pass,1,1,1.0,-10.0,25.0,25.0,25.0,0,home,REG,5,0.0,3.0,0.005860021803528,0.005860021803528,0.869464099407196,0.0659538134932518,0.035978052765131,0.0175144728273153,0.0095388824120163,2016,1,1,1,1,1,0,1,1
3588,2016_05_BUF_LA,2016-10-09,-1.074331372976303,0.1706608235836029,4.0,4,5,77.0,0.0,1.0,2.0,run,0,0,0.0,-4.0,227.0,227.0,227.0,0,home,REG,5,3.0,2.0,0.1421045660972595,0.1421045660972595,0.3917918503284454,0.0882386341691017,0.113504409790039,0.1693028509616851,0.2324104160070419,2016,0,0,0,0,0,1,1,1
3852,2016_05_BUF_LA,2016-10-09,-1.2501310522202402,0.0098580494523048,4.0,4,18,84.0,0.0,1.0,0.0,pass,1,0,1.0,-11.0,120.0,120.0,120.0,0,home,REG,5,2.0,2.0,0.0071310573257505,0.0071310573257505,0.4997260868549347,0.0646741539239883,0.0495889447629451,0.2183320373296737,0.1617366373538971,2016,0,1,0,1,1,0,1,1
1080,2016_05_CHI_IND,2016-10-09,4.548166140448302,0.6808316111564636,4.0,2,1,1.0,1.0,0.0,1.0,pass,0,0,1.0,0.0,783.0,783.0,2583.0,1,home,REG,5,3.0,3.0,0.7212837338447571,0.7212837338447571,0.0119945313781499,0.4050637483596802,0.5159121155738831,0.0294420626014471,0.029242530465126,2016,1,0,0,1,1,0,1,1
4243,2016_05_CHI_IND,2016-10-09,1.9494408250320705,0.1577495336532592,4.0,4,8,28.0,0.0,1.0,0.0,pass,1,0,1.0,-6.0,62.0,62.0,62.0,0,away,REG,5,2.0,1.0,0.1847761571407318,0.8152238428592682,0.2864822149276733,0.5949345827102661,0.0572640262544155,0.0466985404491424,0.0137743651866912,2016,0,1,0,1,1,0,0,1
3409,2016_05_CIN_DAL,2016-10-09,-0.1484153261408209,0.0010184864513576,4.0,4,3,54.0,1.0,0.0,5.0,pass,1,0,1.0,-21.0,320.0,320.0,320.0,0,away,REG,5,2.0,2.0,0.0006710437592118,0.999328956240788,0.3417257666587829,0.1386621594429016,0.1783253848552703,0.1337857991456985,0.2021599858999252,2016,1,1,0,1,1,0,0,1
3053,2016_05_HOU_MIN,2016-10-09,-0.1628596014343202,0.0294162966310977,4.0,3,16,39.0,0.0,1.0,4.0,pass,1,0,1.0,-18.0,237.0,1137.0,1137.0,0,away,REG,5,3.0,3.0,0.0176766347140073,0.9823233652859926,0.0143736349418759,0.2524088323116302,0.243501991033554,0.1746394038200378,0.3024116158485412,2016,0,1,0,1,1,0,0,1
1528,2016_05_NE_CLE,2016-10-09,4.165852383768652,0.927917182445526,4.0,2,1,1.0,0.0,1.0,0.0,run,0,0,0.0,16.0,367.0,367.0,2167.0,1,away,REG,5,3.0,3.0,0.9895309209823608,0.0104690790176391,0.0573012270033359,0.4102446436882019,0.4645307660102844,0.0297236293554306,0.0335480868816375,2016,0,0,0,0,0,1,0,1
4029,2016_05_NE_CLE,2016-10-09,0.1320871138013899,0.0006846060277894139,4.0,4,3,48.0,0.0,1.0,0.0,pass,1,0,1.0,-20.0,220.0,220.0,220.0,0,home,REG,5,2.0,2.0,0.0002536516694817692,0.0002536516694817692,0.454386830329895,0.1225038692355156,0.15568408370018,0.1074840053915977,0.1466980129480362,2016,0,1,0,1,1,0,1,1
1335,2016_05_NYJ_PIT,2016-10-09,2.244045891740825,0.696178674697876,4.0,2,2,28.0,0.0,1.0,-3.0,run,0,0,0.0,1.0,360.0,360.0,2160.0,0,home,REG,5,3.0,2.0,0.8583394289016724,0.8583394289016724,0.0948881804943084,0.6129685640335083,0.1569874137639999,0.0594490803778171,0.0738777667284011,2016,0,0,0,0,0,1,1,1
3991,2016_05_NYJ_PIT,2016-10-09,0.243762697209604,0.0003857319534290582,4.0,4,10,54.0,0.0,1.0,-2.0,pass,1,0,1.0,-18.0,56.0,56.0,56.0,0,away,REG,5,0.0,3.0,8.13024234957993e-05,0.9999186975765042,0.8496832847595215,0.0368505790829658,0.0562088899314403,0.0327639579772949,0.023196417838335,2016,0,1,0,1,1,0,0,1
